from,to,cost
167,53,0.18611489
167,58,0.045278914
167,62,0.09644264
167,95,0.053940207
167,114,0.03597491
167,125,0.09316208
167,167,0.40119678
167,168,0.041657038
167,169,0.071040064
168,53,0.028132366
168,132,0.026497878
168,167,0.049644373
168,168,0.45525533
168,171,0.14027272
168,173,0.15900008
168,179,0.05362093
168,202,0.06634038
169,167,0.022729427
169,168,0.21748768
169,169,0.5001904
169,171,0.092940435
169,173,0.11378795
170,16,0.024296597
170,23,0.04284499
170,30,0.0776538
170,64,0.05813859
170,65,0.09597616
170,134,0.04297047
170,165,0.05596052
170,166,0.03211734
170,170,0.53687316
170,196,0.032716308
171,11,0.07499427
171,27,0.040564485
171,45,0.029422399
171,85,0.06610128
171,92,0.04257353
171,108,0.07458862
171,110,0.03856853
171,132,0.09167656
171,171,0.35614443
171,179,0.15839593
171,202,0.17976736
172,86,0.24982275
172,87,0.04550241
172,100,0.025817726
172,172,0.5064441
172,180,0.16352448
172,181,0.050247535
173,11,0.05696414
173,27,0.028829822
173,85,0.049743854
173,92,0.029387563
173,108,0.057147957
173,110,0.027312132
173,132,0.07227115
173,171,0.17335658
173,173,0.34851345
173,179,0.12908843
173,202,0.14919084
174,6,0.04543806
174,91,0.037029352
174,124,0.19096868
174,174,0.6935353
175,20,0.025091656
175,22,0.062424913
175,67,0.039354432
175,68,0.112742156
175,71,0.096633755
175,72,0.057005424
175,98,0.084777586
175,102,0.032788176
175,103,0.1313389
175,118,0.04034516
175,175,0.292967
175,190,0.07541608
175,205,0.077353716
176,10,0.13442098
176,31,0.030635053
176,40,0.10436859
176,70,0.094872795
176,72,0.062392194
176,102,0.029839937
176,103,0.019360127
176,113,0.05587281
176,118,0.05467157
176,141,0.032956477
176,156,0.07207767
176,176,0.3314516
176,190,0.082183816
177,7,0.11842221
177,28,0.16628759
177,85,0.027108049
177,107,0.09063312
177,153,0.03072148
177,177,0.5042804
178,11,0.09827786
178,27,0.0525925
178,45,0.041060448
178,55,0.018322492
178,79,0.027891839
178,85,0.079137124
178,92,0.067064
178,108,0.09823101
178,110,0.059676025
178,132,0.07240127
178,167,0.016928669
178,171,0.031161178
178,178,0.2650491
178,179,0.16994679
178,201,0.16350159
179,45,0.20742881
179,179,0.75603145
179,203,0.0445739
180,150,0.052893464
180,180,0.70011175
180,181,0.28308997
181,181,0.99999994
182,182,0.99999994
183,183,0.9176501
183,184,0.052949082
184,1,0.11410231
184,28,0.01950824
184,49,0.061502054
184,123,0.13904513
184,135,0.16010877
184,177,0.07703889
184,183,0.10523361
184,184,0.37937453
185,14,0.16568588
185,77,0.020813966
185,84,0.03054124
185,88,0.082003325
185,151,0.13094378
185,185,0.47272652
185,186,0.04161978
186,59,0.061121088
186,182,0.22008213
186,186,0.73278296
187,4,0.028425464
187,12,0.11531311
187,15,0.024356082
187,17,0.023023851
187,80,0.04679277
187,154,0.01560971
187,157,0.029871192
187,160,0.02202833
187,161,0.07150579
187,162,0.048290275
187,187,0.2766255
187,188,0.09867283
187,191,0.05945174
187,192,0.014302826
187,193,0.08959039
187,195,0.028954474
188,12,0.01950628
188,97,0.021100622
188,128,0.05020981
188,154,0.059926208
188,155,0.021630188
188,157,0.08869982
188,159,0.025947554
188,160,0.07909121
188,161,0.12683113
188,162,0.113920994
188,163,0.014256697
188,187,0.051632114
188,188,0.2785549
188,198,0.037568443
189,121,0.06730448
189,126,0.35344613
189,189,0.64737225
190,69,0.027517429
190,72,0.26913586
190,113,0.121374816
190,141,0.06741866
190,190,0.5089754
191,3,0.051268708
191,4,0.12510572
191,15,0.13660796
191,17,0.06483694
191,33,0.07975537
191,80,0.036304876
191,93,0.028683057
191,144,0.06593165
191,188,0.015000334
191,191,0.28892055
191,192,0.10219323
191,195,0.021517124
192,4,0.05570085
192,12,0.03064602
192,15,0.05161716
192,17,0.12888278
192,33,0.019677928
192,80,0.09855734
192,161,0.038308475
192,162,0.021961471
192,188,0.06026576
192,191,0.093413375
192,192,0.2829203
192,193,0.038406905
192,195,0.07130095
193,3,0.026594479
193,4,0.09462976
193,12,0.013634698
193,15,0.096164644
193,17,0.086709745
193,33,0.046587147
193,80,0.061606035
193,144,0.035715967
193,161,0.017230459
193,188,0.030580714
193,191,0.13029905
193,192,0.066958785
193,193,0.27365184
193,195,0.040081896
194,13,0.059374508
194,42,0.052883267
194,125,0.050379775
194,194,0.77786905
195,12,0.0756182
195,80,0.1192517
195,128,0.031149406
195,154,0.039296683
195,155,0.012072257
195,157,0.06257566
195,159,0.014588007
195,160,0.0528612
195,161,0.103596255
195,162,0.08580112
195,187,0.032340083
195,188,0.121398844
195,191,0.028609417
195,193,0.050604563
195,195,0.22363748
195,198,0.022492807
196,16,0.022126181
196,30,0.19408014
196,38,0.034060072
196,48,0.08588327
196,64,0.052927
196,65,0.078694955
196,101,0.10664904
196,133,0.07519467
196,165,0.025616286
196,166,0.16185519
196,196,0.31096295
197,41,0.17161813
197,43,0.13477828
197,76,0.046196368
197,77,0.022087589
197,82,0.07606035
197,104,0.049532034
197,130,0.16106886
197,172,0.035344157
197,197,0.3506235
197,204,0.020258663
198,19,0.033458512
198,39,0.014120914
198,94,0.05275953
198,96,0.02930482
198,97,0.14328335
198,127,0.07369753
198,128,0.13693582
198,154,0.024352891
198,155,0.075519115
198,159,0.059029628
198,160,0.021537676
198,163,0.03752981
198,198,0.2611792
198,206,0.08245856
199,36,0.021167872
199,61,0.07265859
199,67,0.052096993
199,72,0.039526273
199,117,0.12581262
199,118,0.031581134
199,140,0.20904373
199,190,0.03259069
199,199,0.42168823
200,18,0.05468198
200,35,0.04809356
200,200,0.88372403
201,53,0.036482867
201,110,0.15263987
201,167,0.062626734
201,171,0.09663732
201,173,0.02608452
201,201,0.5272063
201,202,0.039295238
202,45,0.19190603
202,202,0.80419165
203,203,0.99999994
204,9,0.060278244
204,34,0.051615015
204,43,0.04971081
204,77,0.113340184
204,82,0.02280292
204,89,0.09559218
204,130,0.07514095
204,146,0.074566446
204,197,0.02595759
204,204,0.4360527
205,69,0.020529306
205,72,0.2374814
205,113,0.098581
205,141,0.052789066
205,190,0.22973303
205,205,0.418386
206,94,0.018429445
206,97,0.085958675
206,127,0.12690306
206,128,0.053624418
206,154,0.062656574
206,155,0.114278
206,159,0.10882804
206,160,0.05868352
206,162,0.018436264
206,163,0.08216306
206,187,0.03631089
206,198,0.040678497
206,206,0.24685237
