from,to,cost
174,253,0.01751546
175,24,0.21534052
175,175,0.43277425
175,176,0.22508158
175,212,0.17366613
176,111,0.020469291
176,176,0.5686511
176,177,0.022563556
176,211,0.043175016
176,212,0.25206417
176,213,0.019348128
177,57,0.10409628
177,90,0.062246516
177,111,0.11616109
177,132,0.015478233
177,137,0.078305654
177,174,0.101471536
177,177,0.23401172
177,211,0.11905659
177,213,0.11561189
177,214,0.047296915
178,51,0.029889945
178,61,0.08650256
178,76,0.038144797
178,103,0.026533633
178,178,0.39009777
178,179,0.14633733
178,225,0.109982796
178,249,0.06275417
179,51,0.05829313
179,61,0.11592567
179,76,0.06575756
179,103,0.05033364
179,122,0.018712513
179,178,0.14633733
179,179,0.28379852
179,223,0.031468652
179,225,0.12520845
179,249,0.09343188
180,75,0.08920116
180,119,0.15537156
180,180,0.37515923
180,299,0.071160845
180,300,0.0445186
180,302,0.032157414
180,305,0.05343884
180,309,0.11677143
181,99,0.023850523
181,142,0.08916227
181,149,0.025849577
181,181,0.3077915
181,257,0.084376745
181,310,0.05684708
181,321,0.15114872
181,323,0.15538892
181,324,0.13298117
182,148,0.027542988
182,167,0.04103813
182,169,0.10994167
182,182,0.22086714
182,196,0.112689
182,229,0.080593124
182,231,0.08949828
182,232,0.10784331
182,233,0.12075589
182,234,0.1102776
182,265,0.017730007
182,266,0.020268667
182,267,0.019501131
183,156,0.30907738
183,157,0.20340164
183,183,0.41901052
183,224,0.18330286
184,5,0.113044016
184,12,0.09228958
184,66,0.10691683
184,83,0.028505746
184,95,0.09791851
184,184,0.41164595
184,185,0.20554459
185,5,0.11357739
185,12,0.09283532
185,66,0.10749312
185,83,0.028773105
185,95,0.09848496
185,184,0.2055446
185,185,0.41054446
186,9,0.025891028
186,25,0.11047617
186,40,0.12639795
186,55,0.02005494
186,107,0.099923395
186,186,0.26523966
186,187,0.046588182
186,188,0.023108765
186,218,0.10790378
186,219,0.04899125
186,220,0.08439743
186,222,0.053672235
187,84,0.015437705
187,157,0.03465753
187,183,0.021935245
187,187,0.27524528
187,188,0.115198754
187,189,0.07281239
187,220,0.14369136
187,221,0.032947302
187,222,0.1407102
187,224,0.061645187
187,247,0.10309301
187,248,0.0753795
188,80,0.029869935
188,84,0.027534217
188,109,0.025212921
188,146,0.022046492
188,156,0.03389613
188,157,0.054972924
188,183,0.037929885
188,187,0.11519875
188,188,0.21932293
188,189,0.096073695
188,219,0.01656996
188,220,0.105045475
188,221,0.051221594
188,222,0.114378445
188,224,0.086678684
188,247,0.1205048
188,248,0.11116374
189,156,0.17785749
189,157,0.17606279
189,183,0.15124094
189,189,0.38563928
189,224,0.20443952
190,8,0.23658936
190,43,0.2103152
190,88,0.13564326
190,190,0.48596996
191,8,0.18562761
191,43,0.14758222
191,88,0.08027895
191,190,0.21911307
191,191,0.44129047
192,8,0.16485558
192,43,0.12965722
192,88,0.06937408
192,190,0.1972362
192,191,0.20075026
192,192,0.36567888
193,170,0.047932625
193,171,0.04746115
193,193,0.42425913
193,314,0.16068605
193,315,0.07638379
193,316,0.063190505
193,317,0.076923564
193,318,0.063697316
194,27,0.022695424
194,194,0.30583486
194,288,0.098487616
194,289,0.08906447
194,292,0.103683844
194,293,0.13874741
194,294,0.15771277
194,297,0.08234393
195,32,0.043345395
195,195,0.24049306
195,300,0.08756636
195,302,0.09764365
195,303,0.116987675
195,304,0.15328357
195,305,0.081261
195,306,0.11139947
195,307,0.1295423
195,308,0.17263156
196,148,0.024773994
196,167,0.037579678
196,169,0.1080183
196,182,0.112689
196,196,0.23129466
196,229,0.07639171
196,231,0.085756764
196,232,0.105754524
196,233,0.12083985
196,234,0.11247645
196,266,0.017857032
196,267,0.0171591
197,8,0.10727956
197,43,0.07510775
197,88,0.033652026
197,190,0.14838369
197,191,0.16942905
197,192,0.15603949
197,197,0.30026093
197,198,0.15028022
198,8,0.106762916
198,43,0.07461663
198,88,0.033343706
198,190,0.1479885
198,191,0.16926746
198,192,0.15591866
198,197,0.15028022
198,198,0.30086827
199,38,0.14869732
199,199,0.32157683
199,200,0.09747448
199,201,0.029101912
199,203,0.040987503
199,205,0.0684298
199,208,0.13450378
199,210,0.17048196
200,2,0.027173353
200,134,0.048225988
200,151,0.02190638
200,200,0.30837226
200,201,0.1042135
200,203,0.12241683
200,205,0.150644
200,208,0.16021794
200,254,0.03970428
201,2,0.08396595
201,4,0.04311006
201,19,0.034893945
201,41,0.024128763
201,72,0.035914026
201,97,0.020992747
201,134,0.100757994
201,151,0.07518268
201,158,0.0376658
201,170,0.026808074
201,171,0.026517713
201,201,0.28353876
201,226,0.039822534
201,227,0.038470965
201,254,0.094104186
202,13,0.057740115
202,153,0.04168071
202,154,0.033503998
202,202,0.34831053
202,204,0.15225174
202,206,0.12350712
202,207,0.0930252
202,209,0.044627424
202,319,0.05527329
203,2,0.070449084
203,4,0.03308417
203,19,0.026165105
203,41,0.016934993
203,72,0.026574098
203,134,0.09212203
203,151,0.06163138
203,158,0.027331637
203,201,0.14258899
203,203,0.29691267
203,226,0.03014166
203,227,0.029017681
203,254,0.08372095
204,13,0.07719284
204,153,0.064042926
204,154,0.053445943
204,202,0.15225174
204,204,0.29378167
204,206,0.13150008
204,207,0.10933755
204,209,0.06327931
204,319,0.08071076
205,2,0.04913186
205,4,0.019841319
205,19,0.015088083
205,134,0.074390836
205,151,0.041328646
205,201,0.13514486
205,203,0.1490956
205,205,0.33021423
205,226,0.017658701
205,227,0.01690058
205,254,0.06447515
206,13,0.09575415
206,153,0.09130213
206,154,0.079101175
206,202,0.12350712
206,204,0.13150008
206,206,0.25982654
206,207,0.119241156
206,209,0.08324997
206,319,0.10935133
207,13,0.110430956
207,153,0.12106852
207,154,0.108914584
207,202,0.09302521
207,204,0.10933755
207,206,0.119241156
207,207,0.2417084
207,209,0.101852044
207,319,0.13778077
208,2,0.016673382
208,134,0.033901967
208,200,0.16021794
208,201,0.084995314
208,203,0.10535655
208,205,0.14189908
208,208,0.362105
208,254,0.026709953
209,13,0.11892518
209,153,0.1699289
209,154,0.16417931
209,202,0.044627428
209,204,0.06327931
209,206,0.08324997
209,207,0.10185204
209,209,0.2453817
209,319,0.17551538
210,38,0.16302006
210,200,0.11315905
210,201,0.03649484
210,203,0.050529037
210,205,0.08195807
210,208,0.1520208
210,210,0.36470604
211,57,0.09387447
211,90,0.045207307
211,111,0.11659762
211,137,0.061281137
211,174,0.08991699
211,177,0.11905659
211,211,0.2665465
211,213,0.11514526
211,214,0.031872645
212,57,0.017241107
212,111,0.035042696
212,176,0.25206417
212,177,0.038094934
212,211,0.066136986
212,212,0.4935867
212,213,0.03339006
213,57,0.10568154
213,90,0.06634102
213,111,0.11512872
213,132,0.017710669
213,137,0.08206893
213,174,0.10342306
213,177,0.11561189
213,211,0.11514525
213,213,0.22957014
213,214,0.05126212
214,57,0.07087234
214,90,0.10793059
214,111,0.04980072
214,118,0.033467364
214,124,0.027123213
214,132,0.10524117
214,137,0.09834243
214,174,0.07451912
214,177,0.047296915
214,211,0.03187264
214,213,0.05126212
214,214,0.22660434
214,216,0.061237037
214,253,0.07156939
215,24,0.1956596
215,175,0.15401268
215,176,0.108801045
215,212,0.06360824
215,215,0.4773094
216,36,0.08505484
216,105,0.13287823
216,118,0.17266089
216,124,0.18145302
216,216,0.39789444
216,246,0.016780332
217,2,0.088451795
217,4,0.057812855
217,18,0.09054733
217,19,0.049823247
217,24,0.020036785
217,41,0.041196283
217,56,0.12180296
217,68,0.076316774
217,72,0.053159937
217,97,0.037681665
217,102,0.016547967
217,126,0.115370356
217,151,0.08432677
217,158,0.058777105
217,170,0.046953633
217,171,0.04656483
217,191,0.022500042
217,202,0.018820923
217,215,0.054840337
217,217,0.1511186
217,226,0.055437855
217,227,0.05406222
217,254,0.022486571
218,9,0.04314072
218,25,0.11922444
218,31,0.01966185
218,40,0.10828761
218,55,0.0350126
218,107,0.111882895
218,121,0.01760617
218,186,0.10790378
218,187,0.06699807
218,188,0.03822537
218,218,0.2044844
218,219,0.07166411
218,220,0.104737595
218,222,0.07476016
218,247,0.01863284
218,248,0.02914792
219,9,0.15107802
219,26,0.0373355
219,31,0.12889956
219,55,0.14005314
219,82,0.045149647
219,121,0.12208586
219,131,0.033555638
219,219,0.34636697
220,187,0.14369135
220,188,0.105045475
220,189,0.047078203
220,220,0.34604493
220,221,0.01792344
220,222,0.151524
220,224,0.03727913
220,247,0.075732395
220,248,0.043350525
221,9,0.089535855
221,31,0.051780783
221,55,0.07642354
221,84,0.14103688
221,109,0.13716047
221,121,0.047365278
221,219,0.1292228
221,221,0.3107763
221,248,0.04193004
222,157,0.030627606
222,183,0.019006697
222,187,0.1407102
222,188,0.114378445
222,189,0.06710549
222,220,0.151524
222,221,0.029249862
222,222,0.28966576
222,224,0.05599886
222,247,0.0976794
222,248,0.0677308
223,9,0.047588453
223,31,0.021464748
223,51,0.13732159
223,55,0.03853748
223,84,0.09938708
223,109,0.09480061
223,121,0.019202719
223,122,0.12012523
223,219,0.07953901
223,221,0.12960877
223,223,0.2625086
224,156,0.22698785
224,157,0.20446911
224,183,0.18330286
224,224,0.44737116
225,51,0.07961912
225,61,0.12522979
225,76,0.08314947
225,103,0.06756717
225,122,0.030763416
225,178,0.10998279
225,179,0.12520845
225,221,0.02557729
225,223,0.047769997
225,225,0.24427763
225,249,0.10779224
226,4,0.025384685
226,19,0.019837596
226,41,0.13736013
226,72,0.13156396
226,97,0.13948469
226,99,0.01900329
226,102,0.09633759
226,149,0.020635316
226,158,0.020373119
226,160,0.046028502
226,164,0.0465998
226,191,0.020927526
226,226,0.24141304
226,227,0.120045714
226,313,0.054490168
227,4,0.02608988
227,19,0.020437
227,41,0.13766672
227,72,0.13114761
227,97,0.14005788
227,99,0.019669605
227,102,0.097527884
227,149,0.02134368
227,158,0.021059144
227,160,0.04702167
227,164,0.047818117
227,191,0.021622557
227,226,0.12004572
227,227,0.23886175
227,313,0.05563003
228,34,0.116024055
228,50,0.09573182
228,62,0.2601128
228,228,0.4641023
228,237,0.109709226
229,148,0.10306466
229,150,0.04345531
229,165,0.031814266
229,166,0.028486956
229,167,0.12175723
229,229,0.30604225
229,265,0.09985982
229,266,0.09920225
229,267,0.09712607
229,269,0.028818706
229,270,0.024220454
230,110,0.12504743
230,130,0.115413666
230,142,0.018285912
230,168,0.12068054
230,181,0.08578976
230,230,0.25068137
230,257,0.016570546
230,321,0.07823609
230,322,0.113680094
230,323,0.0910217
230,324,0.03855646
231,148,0.09001156
231,150,0.03361883
231,165,0.023953473
231,166,0.021294955
231,167,0.11002713
231,229,0.1476567
231,231,0.2909237
231,265,0.082120776
231,266,0.08328564
231,267,0.08133095
231,269,0.021295726
231,270,0.017688552
232,148,0.06489765
232,150,0.018707791
232,167,0.0853291
232,169,0.13988407
232,229,0.13175385
232,231,0.13564923
232,232,0.27806833
232,265,0.052072905
232,266,0.05519097
232,267,0.053604595
233,148,0.046368677
233,167,0.064983144
233,169,0.13686873
233,229,0.11343901
233,231,0.12138965
233,232,0.13512394
233,233,0.2823619
233,265,0.033249825
233,266,0.03662778
233,267,0.035405442
234,148,0.027794806
234,167,0.04135154
234,169,0.11013573
234,182,0.11027761
234,196,0.11247645
234,229,0.08097883
234,231,0.08984489
234,232,0.10804855
234,233,0.12078168
234,234,0.22025244
234,265,0.017939234
234,266,0.020489337
234,267,0.019717155
235,88,0.03456797
235,141,0.0934765
235,142,0.02538688
235,145,0.0879848
235,167,0.011087174
235,169,0.05560122
235,182,0.07824788
235,190,0.019497447
235,191,0.034223534
235,193,0.043050565
235,196,0.08400345
235,229,0.029599711
235,231,0.036203142
235,232,0.053628378
235,233,0.07192465
235,234,0.07780535
235,235,0.17438191
235,236,0.09284204
235,257,0.02328489
235,314,0.013321785
235,324,0.048606016
236,88,0.02168225
236,141,0.1101089
236,142,0.0163624
236,145,0.0945506
236,169,0.042086653
236,182,0.06852167
236,191,0.022411166
236,193,0.029500749
236,196,0.07519209
236,229,0.019511973
236,231,0.024882114
236,232,0.040299036
236,233,0.058431406
236,234,0.06800896
236,235,0.092842035
236,236,0.21514021
236,257,0.014816174
236,324,0.034711584
237,128,0.128032
237,141,0.056282897
237,145,0.029754449
237,235,0.027834361
237,236,0.050389294
237,237,0.4991666
237,312,0.13515787
238,35,0.17421217
238,129,0.14264442
238,143,0.0439531
238,238,0.5989661
239,29,0.072313525
239,71,0.053769052
239,143,0.02935944
239,194,0.050884172
239,239,0.2478325
239,286,0.12624957
239,290,0.11855846
239,293,0.0309532
239,294,0.06610077
239,295,0.06752553
239,296,0.08157693
239,298,0.12708668
240,33,0.13237906
240,62,0.036599163
240,94,0.049293116
240,96,0.036018353
240,106,0.024398746
240,108,0.11556438
240,123,0.13945045
240,127,0.08591992
240,228,0.03657359
240,240,0.35815388
241,3,0.058312993
241,28,0.07448756
241,42,0.06197289
241,59,0.061621267
241,65,0.074652806
241,87,0.053406917
241,116,0.034096036
241,136,0.017015213
241,152,0.07036445
241,161,0.07944539
241,162,0.062321786
241,163,0.06260186
241,241,0.14783974
241,242,0.0695598
241,243,0.022798808
241,244,0.023024058
241,245,0.07389532
241,256,0.06985708
242,3,0.098324314
242,37,0.019501869
242,42,0.096219555
242,59,0.09594271
242,78,0.01925964
242,87,0.09606926
242,116,0.07222921
242,125,0.028391423
242,136,0.048114344
242,162,0.08651123
242,163,0.0866509
242,242,0.17933384
242,243,0.056933854
242,244,0.05733309
242,256,0.089776255
243,37,0.12656824
243,78,0.12584524
243,125,0.1418399
243,136,0.16054189
243,193,0.07005117
243,243,0.29228276
243,244,0.14628553
243,314,0.023812778
244,37,0.12618887
244,78,0.12546445
244,125,0.14157392
244,136,0.16051905
244,193,0.06963847
244,243,0.14628553
244,244,0.29286715
244,314,0.023601638
245,3,0.05837187
245,28,0.07448091
245,42,0.062023688
245,59,0.061672166
245,65,0.07464564
245,87,0.053468797
245,116,0.0341484
245,136,0.017052675
245,152,0.07036917
245,161,0.07945121
245,162,0.06235677
245,163,0.062636584
245,241,0.07389532
245,242,0.069587
245,243,0.022842476
245,244,0.02306801
245,245,0.14774181
245,256,0.06988391
246,25,0.075043365
246,36,0.11402629
246,40,0.10717283
246,54,0.11800935
246,107,0.065508395
246,186,0.11819981
246,187,0.023998203
246,218,0.08299875
246,219,0.024823522
246,220,0.050105155
246,222,0.02850905
246,246,0.24294582
247,156,0.11449644
247,157,0.13627143
247,183,0.10786563
247,189,0.17768523
247,224,0.17737958
247,247,0.36758155
248,248,0.99999994
249,51,0.12325368
249,61,0.13108534
249,76,0.11326418
249,84,0.03274895
249,103,0.10171791
249,109,0.03006806
249,122,0.06486101
249,219,0.020078408
249,221,0.059522722
249,223,0.08818628
249,249,0.2519084
250,17,0.031323064
250,45,0.029126408
250,79,0.048843626
250,133,0.19790737
250,135,0.083861955
250,250,0.54703355
251,80,0.20142609
251,84,0.017460207
251,93,0.19887905
251,146,0.17748885
251,221,0.037633587
251,248,0.08642853
251,251,0.39280942
252,11,0.07846195
252,60,0.025568664
252,91,0.084457636
252,113,0.15992942
252,173,0.21663941
252,252,0.43107316
253,36,0.054791953
253,105,0.09468421
253,118,0.13819222
253,124,0.13904944
253,132,0.15903355
253,216,0.17217919
253,253,0.31369025
254,2,0.10736411
254,4,0.076062046
254,19,0.06694117
254,41,0.05875546
254,72,0.07228834
254,97,0.05464869
254,102,0.025801877
254,151,0.10452409
254,158,0.081349194
254,170,0.06753981
254,171,0.0670329
254,190,0.019408908
254,191,0.034402553
254,202,0.02893287
254,204,0.014672932
254,226,0.07385716
254,227,0.07225099
254,254,0.19475946
255,47,0.33322293
255,255,0.666777
256,3,0.098187655
256,37,0.019318234
256,42,0.096162744
256,59,0.0958847
256,78,0.019079162
256,87,0.0958756
256,116,0.07196938
256,125,0.028159846
256,136,0.047807198
256,162,0.086554654
256,163,0.08669726
256,242,0.089776255
256,243,0.05663863
256,244,0.057040002
256,256,0.17977674
257,16,0.059850637
257,50,0.059110105
257,58,0.045236688
257,99,0.11836155
257,142,0.14475921
257,149,0.12324463
257,237,0.03484244
257,257,0.2871693
257,310,0.1638634
257,324,0.1482896
258,258,0.3986464
258,259,0.18296222
258,260,0.16638401
258,264,0.13087101
258,268,0.09999373
259,258,0.18296224
259,259,0.36656553
259,260,0.17724697
259,264,0.1555794
259,268,0.1302141
260,258,0.166384
260,259,0.17724699
260,260,0.3579791
260,264,0.16971831
260,268,0.15145208
261,258,0.079735026
261,259,0.107781485
261,260,0.12869656
261,261,0.35413268
261,264,0.16454022
261,268,0.1882237
262,258,0.044730004
262,259,0.06671605
262,260,0.08537354
262,261,0.15356743
262,262,0.2976463
262,263,0.15210012
262,264,0.12349899
262,268,0.15654226
263,258,0.025874382
263,259,0.042756584
263,260,0.058807604
263,261,0.13982975
263,262,0.15210012
263,263,0.35057607
263,264,0.09674264
263,268,0.13645019
264,258,0.13087101
264,259,0.1555794
264,260,0.16971831
264,264,0.36935535
264,268,0.18477446
265,265,0.44924188
265,269,0.14827548
265,270,0.13648282
265,271,0.081752114
265,272,0.05792546
265,273,0.029243687
266,265,0.19018391
266,266,0.32878846
266,267,0.1637491
266,269,0.11287693
266,270,0.10269198
266,271,0.058018778
266,272,0.03976219
266,273,0.019001393
267,265,0.1899226
267,266,0.1637491
267,267,0.32631606
267,269,0.1142233
267,270,0.10406812
267,271,0.05922864
267,272,0.040757798
267,273,0.019612202
268,258,0.09999373
268,259,0.1302141
268,260,0.15145206
268,264,0.18477446
268,268,0.40659794
269,261,0.018594224
269,262,0.032516982
269,263,0.061648093
269,269,0.3412541
269,270,0.16693692
269,271,0.13566431
269,272,0.11437732
269,273,0.07690438
270,261,0.021628628
270,262,0.036811367
270,263,0.0678381
270,269,0.16693692
270,270,0.3288483
270,271,0.13817312
270,272,0.11873712
270,273,0.082390435
271,261,0.041755073
271,262,0.062052824
271,263,0.09923356
271,264,0.019178852
271,268,0.036181033
271,269,0.13566431
271,270,0.13817312
271,271,0.27456293
271,272,0.12978429
271,273,0.10539257
272,261,0.057639938
272,262,0.07928842
272,263,0.11695145
272,264,0.029296262
272,268,0.051434033
272,269,0.11437733
272,270,0.118737124
272,271,0.12978429
272,272,0.25910866
272,273,0.11507228
273,259,0.019199615
273,260,0.028257664
273,261,0.08735523
273,262,0.10579137
273,263,0.1365812
273,264,0.052463785
273,268,0.08181634
273,269,0.07690438
273,270,0.082390435
273,271,0.10539257
273,272,0.11507229
273,273,0.23696658
274,274,0.3823909
274,275,0.17003562
274,276,0.052757937
274,277,0.019384101
274,278,0.13413972
274,279,0.11143695
274,281,0.08417725
275,274,0.17003563
275,275,0.3301638
275,276,0.07632795
275,277,0.032378983
275,278,0.14508998
275,279,0.12842502
275,281,0.11032901
275,285,0.026475998
276,276,0.43295252
276,277,0.17653671
276,283,0.07227547
276,284,0.12047262
276,285,0.1855188
277,276,0.17653671
277,277,0.36439034
277,280,0.019371348
277,283,0.11763737
277,284,0.16420996
277,285,0.20985554
278,274,0.1341397
278,275,0.14508998
278,276,0.10964263
278,277,0.05551851
278,278,0.2913351
278,279,0.13941109
278,281,0.1403295
278,284,0.021656098
278,285,0.0486051
279,274,0.11143695
279,275,0.12842502
279,276,0.12948619
279,277,0.0727455
279,278,0.13941109
279,279,0.27935946
279,281,0.15430242
279,284,0.032069042
279,285,0.066291265
280,89,0.12976734
280,110,0.05650902
280,130,0.043516923
280,150,0.12086189
280,165,0.109515846
280,166,0.10382095
280,168,0.039601218
280,181,0.016156845
280,230,0.069733635
280,280,0.26242697
280,322,0.030943343
280,323,0.018125605
281,276,0.19965778
281,277,0.13846645
281,281,0.41172212
281,283,0.04156706
281,284,0.078224644
281,285,0.13686113
282,282,0.99999994
283,89,0.068911806
283,150,0.049829487
283,165,0.036691226
283,166,0.032904454
283,280,0.084502034
283,283,0.36671185
283,284,0.18160044
283,285,0.16180071
284,89,0.04279127
284,150,0.028448213
284,165,0.019551598
284,166,0.017214883
284,280,0.05594147
284,283,0.18160042
284,284,0.41114175
284,285,0.21077757
285,89,0.023337638
285,280,0.032633785
285,283,0.1618007
285,284,0.21077757
285,285,0.50100917
286,194,0.087905206
286,286,0.29616857
286,289,0.01949918
286,290,0.14391409
286,292,0.027268162
286,293,0.059451032
286,294,0.10741828
286,295,0.10693611
286,296,0.115658134
286,297,0.016567111
287,287,0.99999994
288,27,0.18379344
288,156,0.12721711
288,288,0.55340296
288,291,0.18148151
289,27,0.09216319
289,156,0.053954367
289,194,0.089064464
289,288,0.1775437
289,289,0.24680139
289,291,0.08704112
289,292,0.12185893
289,293,0.105205975
289,294,0.07888394
289,297,0.1230894
290,194,0.093922995
290,286,0.14391409
290,289,0.022684602
290,290,0.28206965
290,292,0.031214178
290,293,0.06518796
290,294,0.113065295
290,295,0.111852854
290,296,0.11771226
290,297,0.01941622
291,156,0.37705013
291,291,0.6873913
292,27,0.07420102
292,156,0.039118886
292,194,0.10368384
292,288,0.16677658
292,289,0.121858925
292,291,0.06815808
292,292,0.24831477
292,293,0.11649354
292,294,0.094529346
292,297,0.11981126
293,27,0.037192237
293,194,0.1387474
293,288,0.1260413
293,289,0.105205975
293,291,0.031724222
293,292,0.11649354
293,293,0.27283785
293,294,0.13661668
293,297,0.099541724
294,194,0.15771277
294,288,0.08328789
294,289,0.07888394
294,292,0.09452934
294,293,0.13661669
294,294,0.33413714
294,297,0.0719651
295,194,0.14614251
295,288,0.07128321
295,289,0.0685195
295,292,0.083123766
295,293,0.12412797
295,294,0.1565792
295,295,0.29491603
295,297,0.062156603
296,194,0.11591351
296,286,0.115658134
296,288,0.03937889
296,289,0.04114806
296,290,0.11771226
296,292,0.05262669
296,293,0.090457805
296,294,0.13041079
296,295,0.12537652
296,296,0.23316804
296,297,0.03642812
297,27,0.101012506
297,156,0.062062807
297,194,0.08234392
297,288,0.1812274
297,289,0.12308941
297,291,0.09663117
297,292,0.11981126
297,293,0.099541724
297,294,0.0719651
297,297,0.24719691
298,194,0.07463077
298,286,0.14240934
298,289,0.01480112
298,290,0.13686763
298,292,0.021141695
298,293,0.048780844
298,294,0.09301022
298,295,0.09336895
298,296,0.1045936
298,298,0.2779922
299,195,0.06265961
299,299,0.30396283
299,300,0.14377227
299,302,0.12985043
299,303,0.08660065
299,304,0.060122643
299,305,0.15117311
299,307,0.035143036
299,308,0.03205332
300,195,0.08756635
300,300,0.300323
300,302,0.14307152
300,303,0.11070958
300,304,0.08996804
300,305,0.15296647
300,306,0.030992195
300,307,0.057705164
300,308,0.057899605
301,75,0.10867249
301,119,0.15426135
301,299,0.09239204
301,300,0.0638582
301,301,0.30398935
301,302,0.048678942
301,303,0.02026454
301,305,0.07424215
301,309,0.13056865
302,195,0.09764365
302,300,0.1430715
302,302,0.28062326
302,303,0.11765094
302,304,0.10437528
302,305,0.14327066
302,306,0.04123611
302,307,0.07042116
302,308,0.0744379
303,32,0.026015326
303,195,0.116987675
303,300,0.11070958
303,302,0.11765094
303,303,0.24662818
303,304,0.13960674
303,305,0.10571307
303,306,0.08074122
303,307,0.10843812
303,308,0.13249195
304,32,0.08205097
304,304,0.41259956
304,306,0.18072511
304,307,0.18688773
304,308,0.26726434
305,195,0.081260994
305,300,0.15296648
305,302,0.14327066
305,303,0.10571308
305,304,0.08155633
305,305,0.3148244
305,306,0.025900304
305,307,0.050760057
305,308,0.04938173
306,32,0.23665135
306,85,0.071333475
306,114,0.046052597
306,306,0.6084605
307,32,0.11535289
307,85,0.02196002
307,304,0.18688773
307,306,0.2083145
307,307,0.3700701
307,308,0.29006815
308,308,0.99999994
309,75,0.14197952
309,195,0.030811101
309,299,0.13415192
309,300,0.10940151
309,302,0.09119376
309,303,0.048668444
309,304,0.026527284
309,305,0.12063065
309,309,0.29589698
310,58,0.12915374
310,99,0.22309762
310,149,0.22797485
310,310,0.47905102
311,141,0.11392012
311,145,0.07856305
311,182,0.034999184
311,196,0.040468946
311,233,0.0249591
311,234,0.034587618
311,235,0.07547157
311,236,0.10698798
311,311,0.34456813
312,20,0.12782797
312,97,0.036830805
312,128,0.29047966
312,160,0.024900671
312,312,0.5213463
313,16,0.090108134
313,50,0.09089275
313,58,0.07909788
313,99,0.16413961
313,149,0.16912374
313,164,0.21240786
313,237,0.056097027
313,313,0.340683
314,170,0.105171606
314,171,0.10444709
314,314,0.3449774
314,315,0.12461091
314,316,0.11825523
314,317,0.12511908
314,318,0.118855365
315,170,0.17973156
315,171,0.17913255
315,315,0.2982034
315,316,0.16689469
315,317,0.14917482
315,318,0.16715245
316,170,0.22628273
316,171,0.22579634
316,254,0.019596016
316,316,0.39460543
316,318,0.19737841
317,170,0.17936757
317,171,0.17876527
317,315,0.14917482
317,316,0.16678151
317,317,0.29850355
317,318,0.16704325
318,170,0.2260663
318,171,0.22557478
318,254,0.019412108
318,316,0.19737841
318,318,0.39491796
319,153,0.24897927
319,154,0.24325497
319,319,0.5065817
320,14,0.05973097
320,23,0.1853757
320,30,0.09567529
320,64,0.103258036
320,138,0.17399962
320,320,0.39347583
321,99,0.027393084
321,142,0.094586186
321,149,0.02960456
321,181,0.15114872
321,257,0.089808814
321,310,0.062816925
321,321,0.2986009
321,323,0.152034
321,324,0.13735844
322,142,0.06057958
322,181,0.14693174
322,257,0.056489117
322,310,0.03225307
322,321,0.14070913
322,322,0.31375745
322,323,0.15088429
322,324,0.10165063
323,99,0.021689627
323,142,0.0855064
323,149,0.023552425
323,181,0.15538892
323,257,0.08074025
323,310,0.05304905
323,321,0.152034
323,323,0.31459472
323,324,0.1298263
324,16,0.033485305
324,50,0.03186219
324,99,0.08188599
324,142,0.1521491
324,149,0.08655306
324,257,0.14828959
324,310,0.13889033
324,324,0.35863
